l3,geo_f,i_1y,i_wiu,ipm_1y,ipm_wiu,o_Q1_wiu,o_Q5_wiu,pm,qs_Q1,qs_Q5
0111: Bread and cereals,Austria,0.132899653523505,0.0736687950281365,0.00375149485318246,0.00207952464931993,0.00153672661349563,0.000586860935344614,0.0282280258354395,0.0290856481481481,0.0221050925925926
0411: Actual rentals paid by ...,Austria,0.0271626825649915,0.0254416019930779,0.00160886071513845,0.00150692016073574,0.00196112347719237,0.000173437339622582,0.0592305532153889,0.115635964912281,0.0203519298245614
0723: Maintenance and repair ...,Austria,0.0528149329884682,0.0361579240364676,0.00173587749423485,0.00118840871362768,0.000594056664055837,0.000447758797721787,0.0328671721426566,0.0205610810810811,0.0308416216216216
0117: Vegetables,Austria,0.109600522665352,0.0756288162654977,0.00170510220602654,0.00117658984024391,0.00101831166426229,0.000388883312433762,0.0155574276888514,0.0160300925925926,0.0121828703703704
"1213: Other appliances, artic...",Austria,0.0408078278564126,0.0417680160148459,0.00089110269421922,0.000912069903205397,0.000549945776815237,0.000254233452529767,0.0218365627632687,0.0211304347826087,0.01944
0444: Other services relating...,Austria,0.0482277997791489,0.029304634958907,0.00148651595163139,0.000903250978121211,0.0010573276691782,0.000209297483418274,0.030822802583544,0.0464369230769231,0.0182933333333333
0561: Non-durable household g...,Austria,0.0916552133407824,0.0604621958099927,0.00123442404712831,0.000814312527674038,0.00053565779970439,0.00020704706443876,0.0134681269306375,0.01417,0.0109
0115: Oils and fats,Austria,0.297774177468934,0.168884209683579,0.00140483183978604,0.000796757855288998,0.000596561235579827,0.000227820928998125,0.00471777590564448,0.00486111111111111,0.00369444444444444
0934: Pets and related products,Austria,0.138295783517426,0.115103200715635,0.000947603796075594,0.000788688036355374,0.000498677708328395,0.000281901556672198,0.00685200786295984,0.00563076923076923,0.00633461538461539
0431: Materials for the maint...,Austria,0.141625932538388,0.0706860346846894,0.00153040322495848,0.000763829995694144,0.000293650729908301,0.000354133753844081,0.0108059533838809,0.00506315789473684,0.0121515789473684
0621: Medical services,Austria,0.139769659911034,0.106092950622221,0.000990672905407049,0.000751975870178279,0.000393060094934187,0.000232361957037348,0.00708789665824207,0.00564578947368421,0.00664210526315789
"0118: Sugar, jam, honey, choc...",Austria,0.0847000387178962,0.0581899979813672,0.000966641273096125,0.000664094781792407,0.000236609470705004,9.03588537283623e-05,0.0114125245717495,0.0117592592592593,0.00893703703703704
0531: Major household applian...,Austria,0.0894313036250367,0.0547167949212941,0.00106986058254046,0.000654573283809921,0.000377269178292354,0.000231700247919101,0.0119629317607414,0.009585,0.011715
"0121: Coffee, tea and cocoa",Austria,0.196180211061717,0.0950701693053115,0.00128693336995274,0.000623656039026138,0.000382666676369676,0.000132196008841584,0.0065599550688009,0.00718769230769231,0.00494153846153846
"0122: Mineral waters, soft dr...",Austria,0.130760437989938,0.0629107646268006,0.00117357584896333,0.000564624554190549,0.00048971110133047,0.000169175569964615,0.00897500702049986,0.00983384615384615,0.00676076923076923
0611: Pharmaceutical products,Austria,0.0446794977334239,0.0373678318360517,0.000671509890113128,0.000561619309145041,0.000359625051969728,0.000147851167598504,0.0150294860994103,0.014718,0.012042
0432: Services for the mainte...,Austria,0.133036015243081,0.0796199216328881,0.000917541290190977,0.000549133747628119,0.000180290742931451,0.000217425094082316,0.00689693906206122,0.00323157894736842,0.00775578947368421
0941: Recreational and sporti...,Austria,0.0395105824774242,0.0300758448136778,0.000675041796665681,0.000513848469099735,0.000254711345677831,0.000166385945594925,0.0170850884582982,0.012675,0.0164775
"0933: Gardens, plants and flo...",Austria,0.0956842321732538,0.0500999517066756,0.000978069657710317,0.000512114080910697,0.000395681514778407,0.000223678005051294,0.010221847795563,0.0084,0.00945
0113: Fish and seafood,Austria,0.127395997405753,0.0811124448911778,0.00076416133237486,0.000486538001369154,0.000309648569909141,0.000118251774758841,0.0059983150800337,0.00618055555555556,0.00469722222222222
0119: Food products n.e.c.,Austria,0.0924873456676232,0.0673818960244526,0.0006659296666436,0.000485164789122989,0.000355731153014938,0.000135850264683503,0.00720022465599551,0.00741898148148148,0.00563842592592593
0721: Spare parts and accesso...,Austria,0.0930620879806467,0.0522486665002662,0.000848822414381187,0.000476561833172885,0.000199384211608934,0.000150282019000011,0.00912103341757933,0.00570594594594595,0.00855891891891892
0116: Fruit,Austria,0.0376658048336167,0.0425969414990126,0.000418438427188396,0.000473219602836546,0.00052327751011352,0.000199834587579293,0.0111092389778152,0.0114467592592593,0.00869953703703704
0212: Wine,Austria,0.051260911994645,0.0534443008949517,0.000422639813581235,0.000440641582217293,0.000365391823415109,0.00019890510402991,0.0082448750351025,0.00677538461538462,0.00734
1211: Hairdressing salons and...,Austria,0.0516809175948232,0.0276940503654779,0.000634509889706731,0.00034001232293701,0.00018952000826208,8.76128666774473e-05,0.012277450154451,0.0118804347826087,0.01093
0942: Cultural services,Austria,0.0500345335854739,0.0235957242280556,0.000668813198165841,0.000315404794511498,0.000125970084004372,8.22878599614882e-05,0.0133670317326594,0.00991666666666667,0.0128916666666667
"1231: Jewellery, clocks and w...",Austria,0.0506235129135579,0.0453319651838646,0.00030024391820678,0.000268860181039938,0.000386855683572793,0.000145792519677982,0.00593091828138164,0.00704,0.00528
0724: Other services in respe...,Austria,0.0357385518111983,0.0244515035748814,0.000373342916983032,0.000255432724792358,0.000132542275071123,9.9901193478705e-05,0.0104465037910699,0.00653513513513514,0.0098027027027027
1232: Other personal effects,Austria,0.0917335865926787,0.0372471892871642,0.000615163731489236,0.000249778961015861,0.000172427913473997,6.49821135779198e-05,0.00670598146588037,0.00796,0.00597
1112: Canteens,Austria,0.0785398908130441,0.0461587909658625,0.000400529182017658,0.000235395575383337,0.000116764336106562,6.31007029050779e-05,0.00509969109800618,0.00445592592592593,0.00479222222222222
0732: Passenger transport by ...,Austria,0.14598710523153,0.0994306962965679,0.000309930501418244,0.000211091284471231,0.000205563316621622,6.88619558633356e-05,0.00212299915754002,0.00257727272727273,0.00171818181818182
0512: Carpets and other floor...,Austria,0.119381985970119,0.160728504814409,0.000152873309751121,0.000205819146855856,4.96328843585984e-05,4.15664811728421e-05,0.00128053917438922,0.000772258064516129,0.00128709677419355
0952: Newspapers and periodicals,Austria,0.0444901068722978,0.0292147979503647,0.000274361905901618,0.000180162022743614,9.32841326548386e-05,4.26128017249865e-05,0.00616680707666386,0.00549,0.00499090909090909
0712: Motor cycles,Austria,0.071140180898966,0.0317550815556507,0.000352404602936748,0.000157304026577275,4.85174853050633e-05,6.22095416350232e-05,0.00495366470092671,0.00228375,0.0058275
0562: Domestic services and h...,Austria,0.0321821379244476,0.020144662183756,0.000242201992804042,0.00015160824109089,0.000129398688126587,5.00162949809035e-05,0.00752597584948048,0.00791818181818182,0.00609090909090909
0211: Spirits,Austria,-0.00738773943638871,0.0408587110005492,-2.19080394406809e-05,0.000121164838013423,8.75812872018878e-05,4.76758480229433e-05,0.00296545914069082,0.00243692307692308,0.00264
0532: Small electric househol...,Austria,0.0861117220471801,0.0522514504797478,0.000192487870681144,0.000116799086160852,6.20505301808486e-05,3.81083959508433e-05,0.00223532715529346,0.001791,0.002189
0613: Therapeutic appliances ...,Austria,0.00810706542910489,0.012326488348638,7.23967089709451e-05,0.000110076475564923,0.000175018549364507,7.19546559206809e-05,0.00893007582139848,0.008745,0.007155
1255: Total,Austria,0.0657278871746643,0.0314204845158246,0.000220754150690532,0.000105529063411756,2.42001613539075e-05,2.02671185504591e-05,0.00335860713282786,0.00199333333333333,0.00332222222222222
0311: Clothing materials,Austria,0.321593983138443,0.490703852432493,6.50232147878908e-05,9.92156062205546e-05,,,0.000202190395956192,,
0912: Photographic and cinema...,Austria,0.0750984157914256,0.0565446673035768,0.000130752647544746,9.84490135586004e-05,5.20205348711447e-05,2.41289100053399e-05,0.00174108396517832,0.00167916666666667,0.00155
0922: Musical instruments and...,Austria,0.0467497854771355,0.0434277619906842,9.76743622437203e-05,9.0733656054673e-05,2.50726491390312e-05,4.4095397736875e-05,0.00208930075821398,0.000744,0.002604
"0932: Equipment for sport, ca...",Austria,0.128870599724686,0.0184525865047052,0.000580478635097998,8.31169580273718e-05,5.29908176738582e-05,2.99556080853648e-05,0.00450435270991295,0.00370153846153846,0.00416423076923077
0954: Stationery and drawing ...,Austria,0.0848731800008409,0.0371393299347171,0.000171605418704312,7.50921582504812e-05,4.99127864883938e-05,2.2800487217278e-05,0.00202190395956192,0.0018,0.00163636363636364
0622: Dental services,Austria,0.0123253735321105,0.00960023374309737,9.34527058037022e-05,7.2790314817082e-05,7.41946436481842e-05,4.38610096063487e-05,0.0075821398483572,0.00603947368421053,0.00710526315789474
0441: Water supply,Austria,0.0479830865955733,0.0310875694582558,0.00010079008360991,6.53004828833904e-05,5.94797334322256e-05,1.17739834912582e-05,0.00210053355798933,0.00316461538461539,0.00124666666666667
0213: Beer,Austria,0.0501176224262832,0.00628333986899521,0.000482457763766635,6.04866303592125e-05,-2.49184717350234e-05,-1.35646473049025e-05,0.00962650940746981,0.00791076923076923,0.00857
0533: Repair of household app...,Austria,0.10201491731402,0.0705321580165175,8.70893986617864e-05,6.02127942629074e-05,,,0.000853692782926144,,
0443: Sewerage collection,Austria,0.0287197265440615,0.0132065151494465,0.000127750763397342,5.87450715998968e-05,5.68968151714398e-05,1.12626961130723e-05,0.00444818871103623,0.00670153846153846,0.00264
0913: Information processing ...,Austria,-0.00254728312821051,0.00807892952776923,-1.6280866048321e-05,5.16361797394068e-05,5.72941306089432e-05,2.65749847578789e-05,0.00639146307217074,0.00616416666666667,0.00569
0552: Small tools and miscell...,Austria,0.0317200602012653,0.0124922311812106,0.000127200915381654,5.00952151832875e-05,2.55335928675741e-05,3.42141423669622e-05,0.00401010951979781,0.001785,0.00476
"0314: Cleaning, repair and hi...",Austria,0.0602242081593829,0.0414894283440348,7.23840524914796e-05,4.98665412278767e-05,,,0.00120190957596181,,
0551: Major tools and equipment,Austria,0.026958952096318,0.0144210129904339,9.23614758705645e-05,4.94064472011494e-05,-3.80136156220975e-06,-5.09369466147123e-06,0.00342600393147992,0.001525,0.00406666666666667
1212: Electrical appliances f...,Austria,0.0331988035655892,0.0285705622129091,5.1089425312954e-05,4.39670544585066e-05,,,0.00153889356922213,,
1253: Total,Austria,0.0124034859373154,0.00403417960109231,0.000120934858675538,3.93335343302233e-05,1.02144620998122e-05,8.55439396781697e-06,0.0097500702049986,0.00578666666666667,0.00964444444444444
0713: Bicycles,Austria,0.0513192468561365,0.0190777745373545,9.33863295781423e-05,3.4716085089036e-05,1.5333213068333e-05,1.96603791555866e-05,0.00181971356360573,0.000838928571428572,0.00214071428571429
0953: Miscellaneous printed m...,Austria,0.0244713747505243,0.0268734098837082,2.50142668048044e-05,2.74695905579045e-05,2.59849019996581e-05,1.18700731329274e-05,0.0010221847795563,0.00091,0.000827272727272727
0935: Veterinary and other se...,Austria,0.0244973046734136,0.0112400581582044,5.97126100997557e-05,2.739783903769e-05,1.93148026866062e-05,1.09186210918115e-05,0.00243751755124965,0.00200307692307692,0.00225346153846154
0442: Refuse collection,Austria,0.0340733923210252,0.0103610532433851,6.85103872559789e-05,2.08326709414876e-05,2.20400382709074e-05,4.36281455504588e-06,0.00201067115978658,0.00302923076923077,0.00119333333333333
"0915: Repair of audio-visual,...",Austria,0.0241948216073977,0.022779057248006,1.98396178302728e-05,1.86786990070703e-05,,,0.000819994383600112,,
0313: Other articles of cloth...,Austria,0.0435513007006987,0.00347219981035707,0.000176113094661629,1.40409090899022e-05,-4.39855003068541e-05,-3.44793548550221e-05,0.00404380791912384,0.0028125,0.0043875
0612: Other medical products,Austria,0.0224826178090156,0.0192931963642786,1.61627356335524e-05,1.38698631543255e-05,5.58359752312892e-06,2.29556147068479e-06,0.000718899185622016,0.000704,0.000576
0322: Repair and hire of foot...,Austria,0.030868763308304,0.0244212080345061,7.97508066375729e-06,6.30932642284347e-06,,,0.000258354394832912,,
1254: Total,Austria,0.00393270972515802,0.000596175523566833,4.00670342119441e-05,6.07392530047872e-06,4.71052739638969e-06,3.94496614223607e-06,0.010188149396237,0.00604666666666667,0.0100777777777778
0736: Other purchased transpo...,Austria,2.66453525910038e-15,2.1316282072803e-14,2.51413604902479e-18,2.01130883921983e-17,-7.10787192991839e-19,-2.38107640587076e-19,0.000943555181128896,0.00114545454545455,0.000763636363636364
1252: Total,Austria,-0.0255636395397875,-0.00105808531014784,-2.871512444795e-05,-1.18852604341234e-06,-1.52622103840156e-07,-1.27817754051853e-07,0.0011232799775344,0.000666666666666667,0.00111111111111111
0731: Passenger transport by ...,Austria,-0.049405447428585,-0.00340613471523599,-0.00019312660157425,-1.33146293839048e-05,2.85697576544093e-06,9.57062487099994e-07,0.00390901432181971,0.00474545454545455,0.00316363636363636
0735: Combined passenger tran...,Austria,-0.0331323479060548,-0.00317762161612378,-0.000344628521887186,-3.30522619099199e-05,-1.16595418009858e-05,-3.90584694818916e-06,0.0104015725919685,0.0126272727272727,0.00841818181818182
"0931: Games, toys and hobbies",Austria,0.00628568507739846,-0.00304903372412502,7.42067398634741e-05,-3.59958937832675e-05,-7.09898020375785e-05,-4.01303995908034e-05,0.0118056725638865,0.00970153846153846,0.0109142307692308
0951: Books,Austria,-0.0305691795057211,-0.0231229265026743,-0.000131856949510777,-9.97383181918219e-05,-2.451032429995e-05,-1.11964763983332e-05,0.0043133951137321,0.00384,0.00349090909090909
0914: Recording media,Austria,-0.0132905139713227,-0.0271599655607675,-5.24006785052995e-05,-0.000107083941722318,-0.000126998006189762,-5.89060352762755e-05,0.00394271272114575,0.0038025,0.00351
0911: Equipment for the recep...,Austria,-0.0377846821711728,-0.0271574253604667,-0.000264842928107968,-0.000190353647008495,-0.000253685414941727,-0.00011766800479769,0.00700926705981466,0.00676,0.00624
0321: Shoes and other footwear,Austria,-0.00336449699108332,-0.0191604952834253,-4.43686545075183e-05,-0.000252675332353174,-3.30976301782636e-05,-1.49680217320145e-05,0.0131873069362539,0.0130444444444444,0.01174
0830: Total,Austria,-0.00820745165566927,-0.013575619642758,-0.000167975028549614,-0.000277840819872003,-0.000173854470096635,-5.65268288172577e-05,0.0204661611906768,0.0221242857142857,0.0143157142857143
0820: Total,Austria,-0.0468929339994064,-0.0727024050190041,-0.000234925566568214,-0.000364226595208939,-0.000220541111109311,-0.000138523854616179,0.00500982869980343,0.00446,0.005575
0623: Paramedical services,Austria,-0.133812032401085,-0.123950025878411,-0.000954458192358204,-0.000884114197503971,-0.000669831330517728,-0.000395978428871265,0.00713282785734344,0.00568157894736842,0.00668421052631579
0312: Garments,Austria,-0.0117540012965811,-0.0438576012871575,-0.000583442086263318,-0.00217699230652007,-0.00115988702974601,-0.000909212267937266,0.0496377422072452,0.0345234375,0.0538565625
00: Total,Belgium,0.120525227885323,0.0587397312322997,0.120525227885323,0.0587397312322997,0.0328354750890276,0.0181993785164,1,1,1
0452: Gas,Belgium,1.30451727320983,0.385049342966918,0.0356915307554674,0.0105349317706319,0.00536650787944776,0.00181491175605828,0.0273599525958339,0.0314797777777778,0.019208
0451: Electricity,Belgium,0.811347797112586,0.228421406548612,0.035872526696714,0.0100993101031111,0.0011149519288457,0.000377068180753356,0.0442135010711518,0.0508711111111111,0.03104
0453: Liquid fuels,Belgium,0.657859848973419,0.356809486217105,0.00875587200420431,0.00474900268815327,0.00653964153634365,0.00221165655046769,0.0133096312502849,0.0153137777777778,0.009344
0112: Meat,Belgium,0.10597610133372,0.0788945739753704,0.00528697036828282,0.00393591828324185,0.00216963816040937,0.00134720967029032,0.0498883267240986,0.0404356944444444,0.0453001388888889
0111: Bread and cereals,Belgium,0.141231292387042,0.0907624844843098,0.00519180624960797,0.00333652143382086,0.00172718192339625,0.00107247200570579,0.0367610191895711,0.0297956944444444,0.0333801388888889
0722: Fuels and lubricants fo...,Belgium,0.181514148166265,0.0733493312379583,0.0066395507499625,0.00268302285056117,0.00320353951608941,0.00199754173187427,0.0365786954738138,0.0273191489361702,0.0307340425531915
"1111: Restaurants, cafés and ...",Belgium,0.057058890528346,0.0353727743153927,0.00378546037485791,0.00234673745458107,0.000969491381106283,0.000930028744636444,0.0663430420711974,0.0409113513513513,0.0708081081081081
"0114: Milk, cheese and eggs",Belgium,0.15170588449805,0.100132381727562,0.00344707522778057,0.00227521729756095,0.00114266278053066,0.000709522157151437,0.0227220930762569,0.0184168055555556,0.0206323611111111
0411: Actual rentals paid by ...,Belgium,0.0381298341725598,0.0269718385369135,0.00300976983127446,0.00212901597093304,0.00418422368858028,0.000213746203170011,0.0789347736906878,0.254772711864407,0.0234813559322034
0711: Motor cars,Belgium,0.0906976464464593,0.0542145673486048,0.00287318766946029,0.00171744948754639,0.000682155047150004,0.000634217176517406,0.0316787456128356,0.0187347826086957,0.0314260869565217
0723: Maintenance and repair ...,Belgium,0.0767206295253931,0.0498031301016928,0.00202126459116993,0.00131210215592226,0.000740938744907868,0.000462006495091631,0.0263457769269338,0.0196765957446809,0.022136170212766
0561: Non-durable household g...,Belgium,0.123909099194515,0.0727972116079534,0.00167177598621526,0.000982176700667952,0.000337437163469601,0.000409123312208735,0.0134919549660422,0.00902095238095238,0.0197333333333333
0117: Vegetables,Belgium,0.0746046730552719,0.0493475468395619,0.0013865743852631,0.000917154939779906,0.00036094800868018,0.000224126149990937,0.0185856237750125,0.0150640972222222,0.0168763194444444
0511: Furniture and furnishings,Belgium,0.0489280842503534,0.0272769459850986,0.00160183219439429,0.000893006356433613,0.000282217607338814,0.000521406095696394,0.0327385022106751,0.0129285,0.043095
"1213: Other appliances, artic...",Belgium,0.074563538960827,0.0483683071057226,0.0012252224711873,0.000794784389061169,0.000467078770906818,0.000215735758496472,0.0164319248826291,0.017304,0.01442
0113: Fish and seafood,Belgium,0.112958485900477,0.0714784481425046,0.00120866970076744,0.000764828191870776,0.000512408674406057,0.000318173755374137,0.0107001230685081,0.00867270833333333,0.00971604166666667
"0118: Sugar, jam, honey, choc...",Belgium,0.088168135778691,0.0472698783789265,0.00118554173183435,0.000635608465371408,0.000254184023119168,0.000157832388933843,0.0134463740371029,0.0108986111111111,0.0122097222222222
"0122: Mineral waters, soft dr...",Belgium,0.0859350874631024,0.0470475892683864,0.00106052805190004,0.000580616016883888,0.00030704700523718,0.000159547276673155,0.0123410365103241,0.011552,0.01083
0212: Wine,Belgium,0.0446466379717358,0.040564544350516,0.000618650710762008,0.000562086762503162,0.000331243736037108,0.000195834701892171,0.0138566023975569,0.0114,0.01216
0934: Pets and related products,Belgium,0.0946432566858915,0.0603452865743184,0.000848765246955155,0.000541179412621229,0.000356368697289014,0.000188932924722205,0.00896804776881353,0.00861952380952381,0.00824476190476191
0115: Oils and fats,Belgium,0.248082397413001,0.122749177167705,0.000975300003503867,0.000482570606258924,0.000205976027739871,0.000127898237357138,0.00393135512101737,0.00318645833333333,0.00356979166666667
0116: Fruit,Belgium,0.051869003163677,0.0350630432756058,0.000693312602112598,0.000468673934116022,0.000182097329644648,0.000113071058533109,0.013366607411459,0.0108339583333333,0.0121372916666667
1211: Hairdressing salons and...,Belgium,0.0549014419091463,0.0331797416630557,0.000721959341391526,0.000436316854450594,0.000351519654023087,0.000162360963312155,0.0131500979989972,0.013848,0.01154
0733: Passenger transport by air,Belgium,0.169843675750317,0.176483564035794,0.000387081625758504,0.000402214239563776,0.00030611664472736,0.000212085125632354,0.00227904644696659,0.002,0.0025
0830: Total,Belgium,0.0153035372084738,0.00942793667812047,0.000643838134984334,0.000396644585163645,0.000342246198564406,0.000106413288781415,0.0420711974110032,0.0504573333333333,0.0283053333333333
0119: Food products n.e.c.,Belgium,0.0948366640234195,0.0517406192144487,0.000716494692642408,0.000390902394584752,0.000183438814237885,0.000113904036607302,0.00755503897169424,0.00612354166666667,0.00686020833333333
0713: Bicycles,Belgium,0.105035728298775,0.0683375980473353,0.000532623400029115,0.000346531646053423,0.000124783982157729,0.00011601489305007,0.00507087834450066,0.00299891304347826,0.0050304347826087
0942: Cultural services,Belgium,0.0463350121118371,0.0232085757891825,0.00064151784169609,0.000321327539813308,0.000134541268401203,0.000126770350884859,0.013845207165322,0.00934615384615385,0.0158884615384615
0952: Newspapers and periodicals,Belgium,0.0804146700196253,0.0584428043187149,0.000424267197901984,0.000308343798709661,0.000167556504571026,0.000145938268875161,0.00527599252472765,0.003241,0.005093
0531: Major household applian...,Belgium,0.0303763770964698,0.0239836622775385,0.000367953061369563,0.000290517263788497,4.58086361269784e-05,3.10320731711313e-05,0.0121131318656274,0.00869727272727273,0.01063
1253: Total,Belgium,0.0656188279823027,0.0246746536246498,0.000762696619512612,0.000286796876534286,0.000162912722886804,8.69516523908665e-05,0.0116231368795296,0.0102,0.00982222222222222
0721: Spare parts and accesso...,Belgium,0.0693811910883477,0.0508649666230816,0.000370007719464729,0.000271261274210335,0.000151334050628037,9.43631505292288e-05,0.00533296868590182,0.00398297872340426,0.00448085106382979
1252: Total,Belgium,0.0987901960715849,0.0637981818578151,0.000398510978273179,0.000257356264844188,0.00014142220102222,7.54814838628629e-05,0.00403391221113086,0.00354,0.00340888888888889
"0121: Coffee, tea and cocoa",Belgium,0.17609715444265,0.0896972824387872,0.00049364032080874,0.000251441855598952,0.000134622168251304,6.99521570247511e-05,0.00280322712976891,0.002624,0.00246
0431: Materials for the maint...,Belgium,0.114443012498245,0.0759720744618797,0.000372973945650418,0.00024759575751057,9.2052101657731e-05,8.50346074764626e-05,0.00325903641916222,0.001716,0.00286
0321: Shoes and other footwear,Belgium,0.0534670682770142,0.023021122813661,0.000541640727679767,0.000233212295242999,8.5232256851649e-05,0.000141722399329791,0.0101303614567665,0.004445,0.013335
"0933: Gardens, plants and flo...",Belgium,0.0597238927140478,0.0206636156695303,0.00066627570726848,0.000230521898678953,9.94856205472751e-05,5.27434351018675e-05,0.0111559323579015,0.010722380952381,0.0102561904761905
0552: Small tools and miscell...,Belgium,0.0651356224083139,0.0404865012257474,0.000337717172566922,0.000209915653148674,6.1161074454555e-05,7.90979348824351e-05,0.00518483066684899,0.002275,0.00530833333333333
0454: Solid fuels,Belgium,0.21327799339443,0.170209085836801,0.000260047692388031,0.000207534210590019,0.000136182936801569,4.60560234938375e-05,0.00121928984912713,0.00140288888888889,0.000856
0941: Recreational and sporti...,Belgium,0.0385805584301804,0.019390844280905,0.000372370356333046,0.000187155808217404,8.58427954879385e-05,8.08846343895916e-05,0.00965176170290351,0.00651538461538462,0.0110761538461538
0562: Domestic services and h...,Belgium,0.0156079162543199,0.014895640363749,0.000193151431835902,0.000184336859417378,8.42628681140105e-05,0.000102163920963962,0.0123752222070286,0.00827428571428571,0.0181
0444: Other services relating...,Belgium,0.0848992981246903,0.0370853091517775,0.000401490595762643,0.000175377219768309,7.65667387038122e-05,2.20676834716901e-05,0.00472902137745567,0.00546052631578947,0.00283947368421053
0954: Stationery and drawing ...,Belgium,0.0985155117603844,0.0663928895248143,0.000250341391159188,0.000168713414057541,6.87600496068773e-05,5.98885888261307e-05,0.00254113678836775,0.001561,0.002453
0611: Pharmaceutical products,Belgium,0.00508437766416159,0.0117401750067414,7.10315763738332e-05,0.000164016757352944,0.000101319590895606,3.53583375954279e-05,0.0139705547199052,0.0132408,0.0083368
0613: Therapeutic appliances ...,Belgium,0.0356952344657986,0.0226053073485419,0.000258696489359678,0.000163828974356998,0.000117209764181123,4.09036630997331e-05,0.00724736770135376,0.0068688,0.0043248
0213: Beer,Belgium,0.065839478604679,0.0200209333507571,0.000531931609584728,0.000161753518228802,5.68196014137165e-05,3.3592332454675e-05,0.00807921965449656,0.006646875,0.00709
"1231: Jewellery, clocks and w...",Belgium,0.0739707558208171,0.0390776956508656,0.000289119481819366,0.000152737700080301,0.000101830737371428,5.64406675707285e-05,0.0039085646565477,0.00343,0.00343
0443: Sewerage collection,Belgium,0.104461968685365,0.0231386026823579,0.000653512247689789,0.000144754693384093,0.000104280225029465,3.00551262501698e-05,0.00625598249692329,0.00722368421052632,0.00375631578947368
0951: Books,Belgium,0.0363950003010725,0.0215794654892834,0.000229345402781497,0.000135984370476933,5.40576055986618e-05,4.70830625215196e-05,0.00630156342586262,0.003871,0.006083
0731: Passenger transport by ...,Belgium,0.0231869983715318,0.0325302824169409,9.67049706456612e-05,0.000135672584946902,8.92812404850559e-05,6.1856234971313e-05,0.00417065499794886,0.00366,0.004575
0551: Major tools and equipment,Belgium,0.0608372026948292,0.040432493933817,0.000198963913275628,0.000132231707906075,4.21232668661739e-05,5.44768621109128e-05,0.00327043165139706,0.001435,0.00334833333333333
0512: Carpets and other floor...,Belgium,0.0839582111080028,0.061333616534869,0.000164556409938654,0.000120212658325328,3.36499780114875e-05,6.21694153695213e-05,0.00195997994439127,0.000774,0.00258
0724: Other services in respe...,Belgium,0.0572098844652522,0.0221286701380166,0.000277717885753652,0.000107420728825323,5.02599021696495e-05,3.13391645458294e-05,0.00485436893203884,0.00362553191489362,0.00407872340425532
0412: Other actual rentals,Belgium,0.0417591771220014,0.0214695114928731,0.000205093729654754,0.000105444179924203,0.000240233153382476,1.22720313809241e-05,0.004911345093213,0.0158520338983051,0.00146101694915254
0922: Musical instruments and...,Belgium,0.0643467193414351,0.0436827442580383,0.000153981620193507,0.000104532753249784,,,0.00239299876931492,,
